month,intention_dummy,identif_dummy,courses_count,training_progress,assignment_dummy,culture_avg,pofit_avg,emp_num_anon,identity_activation,nf_treatment_dummy
1,4,5,8,.057142857,4,4.066666666666666,4,106,0,1
1,5,6,5,.9375,3,3.866666666666667,3.888888888888889,104,0,1
1,4,5,5,.8666666669999999,3,3.066666666666667,3.333333333333333,102,0,1
1,5,3,,1,3,2.066666666666667,3.444444444444445,101,0,1
1,4,6,6,.941176471,2,3.466666666666667,3.777777777777778,100,1,0
1,5,6,5,.833333333,1,4,4,99,0,0
1,5,5,5,1,5,2.933333333333333,3.555555555555555,97,1,1
1,5,6,6,.941176471,3,3.4,3.666666666666667,96,0,1
1,4,6,5,.692307692,6,3.733333333333333,4,95,1,1
1,5,7,6,.923076923,3,4,4.222222222222222,94,0,1
1,4,7,4,.928571429,3,4,4,91,0,1
1,5,8,5,.846153846,3,4.533333333333333,4.888888888888889,90,0,1
1,5,5,7,.628571429,6,2.866666666666667,3.555555555555555,89,1,1
1,5,8,5,.933333333,1,3.466666666666667,4.111111111111111,87,0,0
1,5,6,5,1,3,3.4,3.555555555555555,84,0,1
1,5,7,8,.857142857,3,4.333333333333333,4.333333333333333,83,0,1
1,5,7,5,.888888889,2,2.066666666666667,2.888888888888889,81,1,0
1,4,8,5,.857142857,5,3.733333333333333,4.333333333333333,80,1,1
1,4,6,8,.7428571430000001,1,3.2,4.222222222222222,78,0,0
1,5,8,5,.833333333,2,3.2,4,76,1,0
1,1,7,8,.857142857,1,1,1,74,0,0
1,5,6,6,.923076923,5,4.066666666666666,3.444444444444445,72,1,1
1,5,6,5,.75,4,4,4,71,0,1
1,5,8,7,.8,6,4,1.333333333333333,69,1,1
1,3,5,8,.857142857,3,3.4,4.444444444444445,67,0,1
1,3,5,8,.857142857,3,3.4,4,67,0,1
1,3,5,8,.857142857,3,3.4,4.444444444444445,67,0,1
1,3,5,8,.857142857,3,3.4,4,67,0,1
1,3,5,8,.857142857,3,3.6,4.444444444444445,67,0,1
1,3,5,8,.857142857,3,3.6,4,67,0,1
1,3,5,8,.857142857,3,3.6,4.444444444444445,67,0,1
1,3,5,8,.857142857,3,3.6,4,67,0,1
1,5,5,5,1,5,3.066666666666667,2.888888888888889,66,1,1
1,5,5,5,1,5,3.066666666666667,3,66,1,1
1,5,5,5,1,5,3.066666666666667,2.888888888888889,66,1,1
1,5,5,5,1,5,3.066666666666667,3,66,1,1
1,5,5,5,1,5,3,2.888888888888889,66,1,1
1,5,5,5,1,5,3,3,66,1,1
1,5,5,5,1,5,3,2.888888888888889,66,1,1
1,5,5,5,1,5,3,3,66,1,1
1,5,7,8,.857142857,3,3.466666666666667,4,65,0,1
1,5,7,5,.888888889,5,3,3.111111111111111,61,1,1
1,5,7,5,.888888889,5,3,3.111111111111111,61,1,1
1,5,7,5,.888888889,5,3,3.111111111111111,61,1,1
1,5,7,5,.888888889,5,3,3.111111111111111,61,1,1
1,5,7,5,.888888889,5,3.2,3.111111111111111,61,1,1
1,5,7,5,.888888889,5,3.2,3.111111111111111,61,1,1
1,5,7,5,.888888889,5,3.2,3.111111111111111,61,1,1
1,5,7,5,.888888889,5,3.2,3.111111111111111,61,1,1
1,5,6,5,.9375,5,4.866666666666666,4,59,1,1
1,3,8,8,.828571429,4,1,2.666666666666667,57,0,1
1,4,8,5,.857142857,2,3.4,4.333333333333333,54,1,0
1,5,5,6,.705882353,2,3.066666666666667,3.444444444444445,53,1,0
1,5,7,5,.857142857,3,4.266666666666667,4.333333333333333,52,0,1
1,3,2,5,.5,4,3.533333333333333,3.666666666666667,51,0,1
1,5,8,7,.857142857,3,3.933333333333333,3.888888888888889,49,0,1
1,3,5,5,.666666667,2,2.933333333333333,3,48,1,0
1,4,7,6,.8823529409999999,2,4.2,4.111111111111111,47,1,0
1,5,2,5,1,3,3.6,2.777777777777778,42,0,1
1,5,5,6,.8666666669999999,5,2.866666666666667,3.888888888888889,39,1,1
1,5,5,6,.8666666669999999,5,2.866666666666667,3.555555555555555,39,1,1
1,5,5,6,.8666666669999999,5,2.866666666666667,3.888888888888889,39,1,1
1,5,5,6,.8666666669999999,5,2.866666666666667,3.555555555555555,39,1,1
1,5,5,6,.8666666669999999,5,3.466666666666667,3.888888888888889,39,1,1
1,5,5,6,.8666666669999999,5,3.466666666666667,3.555555555555555,39,1,1
1,5,5,6,.8666666669999999,5,3.466666666666667,3.888888888888889,39,1,1
1,5,5,6,.8666666669999999,5,3.466666666666667,3.555555555555555,39,1,1
1,4,7,4,.571428571,6,3.533333333333333,3.555555555555555,38,1,1
1,5,6,6,.941176471,3,2.666666666666667,3.333333333333333,37,0,1
1,2,7,7,.828571429,6,2.666666666666667,2.444444444444445,36,1,1
1,5,8,8,.6,6,4,4,35,1,1
1,5,8,8,.6,6,4,4,35,1,1
1,5,8,8,.6,6,4,4,35,1,1
1,5,8,8,.6,6,4,4,35,1,1
1,5,8,8,.6,6,3.8,4,35,1,1
1,5,8,8,.6,6,3.8,4,35,1,1
1,5,8,8,.6,6,3.8,4,35,1,1
1,5,8,8,.6,6,3.8,4,35,1,1
1,3,5,7,.828571429,4,4,4,34,0,1
1,3,2,5,.888888889,2,3.466666666666667,3.666666666666667,33,1,0
1,5,6,4,.928571429,5,4,4,32,1,1
1,3,5,5,1,2,2.933333333333333,3.444444444444445,30,1,0
1,5,2,5,.888888889,1,3.6,3,29,0,0
1,5,7,5,1,5,3.066666666666667,3.888888888888889,28,1,1
1,4,2,5,.571428571,6,2.466666666666667,2.666666666666667,27,1,1
1,5,8,5,.928571429,5,,,26,1,1
1,4,5,8,.8,6,3,2.888888888888889,25,1,1
1,5,5,5,.888888889,1,3.066666666666667,4,24,0,0
1,5,5,5,.888888889,5,3.133333333333333,3.111111111111111,22,1,1
1,4,2,5,.888888889,3,2.866666666666667,2.555555555555555,21,0,1
1,5,6,5,.928571429,3,2.933333333333333,2.888888888888889,20,0,1
1,5,7,8,.857142857,3,3.733333333333333,3.555555555555555,19,0,1
1,1,5,5,.777777778,2,,,15,1,0
1,4,6,5,1,2,4.333333333333333,4.888888888888889,14,1,0
1,4,5,6,.8,4,3.733333333333333,3.777777777777778,13,0,1
1,4,7,5,.555555556,4,1.8,2.444444444444445,12,0,1
1,4,2,5,.888888889,3,3,3.444444444444445,11,0,1
1,5,5,8,.8,4,3.733333333333333,4,10,0,1
1,5,5,8,.8,4,3.733333333333333,4,10,0,1
1,5,5,8,.8,4,3.733333333333333,4,10,0,1
1,5,5,8,.8,4,3.733333333333333,4,10,0,1
1,5,5,8,.8,4,4,4,10,0,1
1,5,5,8,.8,4,4,4,10,0,1
1,5,5,8,.8,4,4,4,10,0,1
1,5,5,8,.8,4,4,4,10,0,1
1,4,5,5,1,5,3.6,2.888888888888889,9,1,1
1,5,6,8,.857142857,5,2.933333333333333,4.111111111111111,8,1,1
1,5,6,8,.857142857,5,2.933333333333333,4.222222222222222,8,1,1
1,5,6,8,.857142857,5,2.933333333333333,4.111111111111111,8,1,1
1,5,6,8,.857142857,5,2.933333333333333,4.222222222222222,8,1,1
1,5,6,8,.857142857,5,3.066666666666667,4.111111111111111,8,1,1
1,5,6,8,.857142857,5,3.066666666666667,4.222222222222222,8,1,1
1,5,6,8,.857142857,5,3.066666666666667,4.111111111111111,8,1,1
1,5,6,8,.857142857,5,3.066666666666667,4.222222222222222,8,1,1
1,5,2,5,1,3,3.733333333333333,3.666666666666667,7,0,1
1,5,2,5,1,3,3.733333333333333,3.222222222222222,7,0,1
1,5,2,5,1,3,3.733333333333333,3.666666666666667,7,0,1
1,5,2,5,1,3,3.733333333333333,3.222222222222222,7,0,1
1,5,2,5,1,3,3.4,3.666666666666667,7,0,1
1,5,2,5,1,3,3.4,3.222222222222222,7,0,1
1,5,2,5,1,3,3.4,3.666666666666667,7,0,1
1,5,2,5,1,3,3.4,3.222222222222222,7,0,1
1,4,8,3,.888888889,1,4,4,6,0,0
1,5,2,5,.8823529409999999,1,3.2,3.111111111111111,5,0,0
1,5,6,5,.888888889,5,3.933333333333333,4,3,1,1
1,5,1,5,.8666666669999999,3,2.666666666666667,4,2,0,1
1,5,8,8,.828571429,6,3.466666666666667,3.444444444444445,1,1,1
1,5,8,8,.828571429,6,3.466666666666667,3,1,1,1
1,5,8,8,.828571429,6,3.466666666666667,3.444444444444445,1,1,1
1,5,8,8,.828571429,6,3.466666666666667,3,1,1,1
1,5,8,8,.828571429,6,2.066666666666667,3.444444444444445,1,1,1
1,5,8,8,.828571429,6,2.066666666666667,3,1,1,1
1,5,8,8,.828571429,6,2.066666666666667,3.444444444444445,1,1,1
1,5,8,8,.828571429,6,2.066666666666667,3,1,1,1
2,5,6,1,,,,,109,0,0
2,5,8,1,.071428571,1,4.133333333333334,5,108,0,0
2,5,5,1,.028571429,4,,,107,0,1
2,4,8,1,.685714286,4,,,105,0,1
2,5,8,1,.857142857,5,,,103,1,1
2,5,6,1,.833333333,1,4,4,99,0,0
2,5,5,1,.8666666669999999,2,,,98,1,0
2,4,6,1,1,5,2.933333333333333,3.555555555555555,97,1,1
2,5,2,,1,2,,,93,1,0
2,5,6,1,.642857143,4,,,92,0,1
2,5,8,1,.928571429,3,4,4,91,0,1
2,4,5,1,.888888889,5,3.6,4,88,1,1
2,4,6,1,.933333333,1,3.466666666666667,4.111111111111111,87,0,0
2,5,7,1,.928571429,5,,,86,1,1
2,3,5,1,.857142857,2,,,85,1,0
2,5,8,1,.8,6,,,82,1,1
2,5,8,1,.888888889,2,2.066666666666667,2.888888888888889,81,1,0
2,5,8,1,.857142857,5,3.733333333333333,4.333333333333333,80,1,1
2,4,8,1,.466666667,2,4.133333333333334,5,79,1,0
2,5,7,1,.628571429,4,,,77,0,1
2,5,7,1,.857142857,1,,,75,0,0
2,5,6,1,.857142857,2,3.8,4,73,1,0
2,5,7,1,.75,4,4,4,71,0,1
2,3,6,,.428571429,2,,,70,1,0
2,5,8,1,.8,6,4,1.333333333333333,69,1,1
2,3,8,1,.6,4,,,68,0,1
2,4,2,1,1,5,3.066666666666667,2.888888888888889,66,1,1
2,4,2,1,1,5,3.066666666666667,3,66,1,1
2,4,2,1,1,5,3.066666666666667,2.888888888888889,66,1,1
2,4,2,1,1,5,3.066666666666667,3,66,1,1
2,4,2,1,1,5,3,2.888888888888889,66,1,1
2,4,2,1,1,5,3,3,66,1,1
2,4,2,1,1,5,3,2.888888888888889,66,1,1
2,4,2,1,1,5,3,3,66,1,1
2,5,7,1,.857142857,3,3.466666666666667,4,65,0,1
2,5,5,1,.857142857,1,,,64,0,0
2,5,6,1,.833333333,3,,,63,0,1
2,5,8,1,.888888889,5,4,3.888888888888889,62,1,1
2,5,8,1,.888888889,5,4,4.444444444444445,62,1,1
2,5,8,1,.888888889,5,4,3.888888888888889,62,1,1
2,5,8,1,.888888889,5,4,4.444444444444445,62,1,1
2,5,8,1,.888888889,5,4,3.888888888888889,62,1,1
2,5,8,1,.888888889,5,4,4.444444444444445,62,1,1
2,5,8,1,.888888889,5,4,3.888888888888889,62,1,1
2,5,8,1,.888888889,5,4,4.444444444444445,62,1,1
2,4,1,1,.888888889,5,3,3.111111111111111,61,1,1
2,4,1,1,.888888889,5,3,3.111111111111111,61,1,1
2,4,1,1,.888888889,5,3,3.111111111111111,61,1,1
2,4,1,1,.888888889,5,3,3.111111111111111,61,1,1
2,4,1,1,.888888889,5,3.2,3.111111111111111,61,1,1
2,4,1,1,.888888889,5,3.2,3.111111111111111,61,1,1
2,4,1,1,.888888889,5,3.2,3.111111111111111,61,1,1
2,4,1,1,.888888889,5,3.2,3.111111111111111,61,1,1
2,4,7,,.5625,4,,,60,0,1
2,4,4,1,.9375,5,4.866666666666666,4,59,1,1
2,4,8,0,.8,4,,,58,0,1
2,4,4,1,.8666666669999999,5,3,3,56,1,1
2,4,8,1,.8823529409999999,5,,,55,1,1
2,5,8,1,.857142857,2,3.4,4.333333333333333,54,1,0
2,4,8,0,.705882353,2,3.066666666666667,3.444444444444445,53,1,0
2,3,5,1,.5,4,3.533333333333333,3.666666666666667,51,0,1
2,5,6,0,.555555556,2,,,50,1,0
2,4,5,1,.666666667,2,2.933333333333333,3,48,1,0
2,5,7,1,.8823529409999999,2,4.2,4.111111111111111,47,1,0
2,4,2,1,.571428571,6,,,46,1,1
2,5,2,1,.928571429,5,1.666666666666667,2.666666666666667,45,1,1
2,5,8,1,.933333333,2,3.266666666666667,3.666666666666667,44,1,0
2,4,4,1,.8823529409999999,5,3.133333333333333,3.111111111111111,43,1,1
2,5,6,1,1,3,3.6,2.777777777777778,42,0,1
2,5,6,1,.8823529409999999,3,3.333333333333333,3,41,0,1
2,4,7,1,.6,6,,,40,1,1
2,5,7,1,.571428571,6,3.533333333333333,3.555555555555555,38,1,1
2,4,3,1,.941176471,3,2.666666666666667,3.333333333333333,37,0,1
2,4,4,1,.828571429,6,2.666666666666667,2.444444444444445,36,1,1
2,5,8,1,.928571429,5,4,4,32,1,1
2,5,2,1,.888888889,5,,,31,1,1
2,5,7,1,1,2,2.933333333333333,3.444444444444445,30,1,0
2,5,6,1,1,5,3.066666666666667,3.888888888888889,28,1,1
2,4,4,1,.8,6,3,2.888888888888889,25,1,1
2,5,8,1,.888888889,1,3.066666666666667,4,24,0,0
2,5,7,1,.6,2,,,23,1,0
2,5,7,1,.928571429,3,2.933333333333333,2.888888888888889,20,0,1
2,4,5,1,.933333333,5,,,18,1,1
2,5,7,1,.733333333,6,3.266666666666667,,17,1,1
2,4,2,1,.888888889,1,1.866666666666667,,16,0,0
2,5,5,1,.777777778,2,,,15,1,0
2,4,6,1,.888888889,3,3,3.444444444444445,11,0,1
2,5,2,1,1,5,3.6,2.888888888888889,9,1,1
2,4,7,1,.888888889,1,4,4,6,0,0
2,4,6,1,.8823529409999999,1,3.2,3.111111111111111,5,0,0
2,5,5,0,.888888889,2,4,,4,1,0
2,5,7,1,.888888889,5,3.933333333333333,4,3,1,1
2,5,8,1,.828571429,6,3.466666666666667,3.444444444444445,1,1,1
2,5,8,1,.828571429,6,3.466666666666667,3,1,1,1
2,5,8,1,.828571429,6,3.466666666666667,3.444444444444445,1,1,1
2,5,8,1,.828571429,6,3.466666666666667,3,1,1,1
2,5,8,1,.828571429,6,2.066666666666667,3.444444444444445,1,1,1
2,5,8,1,.828571429,6,2.066666666666667,3,1,1,1
2,5,8,1,.828571429,6,2.066666666666667,3.444444444444445,1,1,1
2,5,8,1,.828571429,6,2.066666666666667,3,1,1,1
